officename,pincode
Idapanur PDC,584140
Upparhal PDC,584140
Hirenaganur PDC,584115
Honnahalli PDC,584115
Bendarganekal PDC,584116
Herundi PDC,584116
Ragalparvi PDC,584143
Hokrani PDC,584118
Murhanpur PDC,584136
Pamankallur PDC,584120
Dewatgal PDC,584120
Rajalbanda PDC,584203
Anehosur PDC,584122
Sarjapur PDC,584122
Konapur Pet PDC,584123
Malladagudda PDC,584123
Nakkunda PDC,584123
Talekhan PDC,584124
Jagatkal PDC,584126
Chandrabanda PDC,584102
Hanumandoddi PDC,584170
Gorebal PDC,584128
Mallapur PDC,584128
Sasalmari Camp PDC,584128
Yeddaldoddi PDC,584128
Ballutgi PDC,584129
Lakkamdinni PDC,584129
Mallat PDC,584129
Nagadadinni PDC,584129
Gunda PDC,584132
Hogarnal PDC,584132
Kalasa Hosahalli PDC,584132
Manslapur PDC,584134
Bandal PDC,581315
Janmane PDC,581315
Khursi PDC,581315
Bhasi PDC,581318
Madralli PDC,581318
Onikeri PDC,581318
Unchalli PDC,581318
Kyadgi PDC,581322
Wajgod PDC,581322
Plywood Colony PDC,581325
Gundolli PDC,581329
Kawalwada PDC,581329
N S Koppa PDC,581329
Sambrani PDC,581329
Hukli PDC,581331
Itguli PDC,581336
Sonda PDC,581336
Kalache PDC,581337
Vajralli PDC,581337
Asu PDC,581129
Shingargaon PDC,581129
Balesara PDC,581340
Hasargod PDC,581340
Nidgod PDC,581340
Ulvi PDC,581187
Hanumapur PDC,581346
Oralgi PDC,581346
Ramapur PDC,581346
Chavatti PDC,581347
Bachanki PDC,581349
Mainalli PDC,581349
SALGAON PDC,581349
Hegnoor PDC,581450
Gandhinagar PDC,581403
Hegadekatta PDC,581403
Akheti PDC,581453
Tinaighat PDC,581453
Akkunji PDC,581355
Avarguppa PDC,581355
Godlabeel PDC,581355
Golgod PDC,581355
Kaunchur PDC,581355
Chipgi PDC,581402
Kadbal PDC,581402
Kalve PDC,581402
Kundargi PDC,581402
Manjavalli PDC,581402
Isloor PDC,581358
Hutkhanda PDC,581359
Kannadgal PDC,581359
Kannigeri PDC,581359
Magod Colony PDC,581359
Nandolli PDC,581359
Amble PDC,577101
Hirekolale PDC,577101
Marle PDC,577101
Sokke PDC,577547
Gullanpet PDC,577111
Hangaravalli PDC,577111
Kanathi PDC,577111
Bettagere PDC,577113
Basoor PDC,577116
Kudlur PDC,577116
Chikkanavangala PDC,577145
G  Yaradakere PDC,577180
Alaghatta PDC,577548
Biluvala PDC,577548
Chikkangala PDC,577548
Nidaghatta PDC,577548
Yellambalase PDC,577548
Sampigekhan PDC,577129
Udeva PDC,577129
Joldal PDC,577130
Bidrehalli PDC,577132
Hanthur PDC,577132
Kammaragodu PDC,577132
Rampura PDC,577133
Hochihalli PDC,577182
Jannagadde PDC,577136
S  Madapura PDC,577138
Somanahalli PDC,577138
Dandur PDC,577549
Mudigere PDC,577550
Addagadde PDC,577126
Berukodige PDC,577126
Kesave PDC,577126
Melukoppa PDC,577126
Suryadevastana PDC,577126
Kanabur PDC,577112
Melpal PDC,577112
Herur PDC,577112
Melubelare PDC,577120
Niluvagilu PDC,577120
Shanuvalli PDC,577120
Hosur(Koppa) PDC,577123
Haluvalli PDC,577124
B H  Kaimara PDC,577134
Darekoppa PDC,577139
Halandur PDC,577139
Megur PDC,577139
Nallur PDC,577139
Nemmar PDC,577139
Tekkur PDC,577139
Malalichennenahalli PDC,577228
Nandi PDC,577228
Kariyala PDC,577511
Pitlali PDC,577511
T  Nagenahally PDC,577511
Alaghatta PDC,577597
Bommenahalli PDC,577520
Kadleguddu PDC,577520
Kurubarahally PDC,577520
Siddapura PDC,577520
Bistuvalli PDC,577521
Hullehal PDC,577521
Kattigehally PDC,577521
Muddapura PDC,577521
Toranaghatta PDC,577521
Gopanahalli PDC,577522
Hottappanahalli PDC,577522
Somaguddu PDC,577522
Kadur PDC,577523
Kyadigere PDC,577524
Chitrahally PDC,577557
Echagatta PDC,577557
Gownahally PDC,577599
Metikurke PDC,577599
Gowdanahally PDC,577598
Adanur PDC,577526
Gilikenahalli PDC,577526
Holalkere R S PDC,577526
Devapura PDC,577527
Devigere PDC,577527
Devaredduyhally PDC,577529
Hanumanthanahally PDC,577529
Devarahalli PDC,577529
Hangal PDC,577535
Siddapura PDC,577535
Abbaiahnahalli PDC,577536
Mustalagummi PDC,577536
Chitranaikanahalli PDC,577537
Durgavara PDC,577537
Mylanahally PDC,577537
Thippareddyhally PDC,577537
Doddabeeranahally PDC,577538
Doddachelur PDC,577538
Gosikere PDC,577538
Junjaragunte PDC,577538
Gangasamudra PDC,577539
Byalahal PDC,577541
Lakshmisagara PDC,577541
Heggere PDC,577542
Guddadarangavanahally PDC,577502
Matadakurabarahatty PDC,577502
Megalahally PDC,577502
Haikal PDC,577517
Hemadala PDC,577545
Halagaladdi PDC,577596
Gurusiddapura PDC,577513
Mustegerahalli PDC,577553
Rastemachikere PDC,577553
Bharamapuri Extension PDC,577601
Guttur PDC,577601
Kunibelakere PDC,577601
Chikkamallanahole PDC,577528
Hiremallanahole PDC,577528
Hosakere PDC,577528
Kyasenahalli PDC,577528
Marenahalli PDC,577528
Salahalli PDC,577528
Sokke PDC,577528
Mudahadadi PDC,577002
Tholahunse PDC,577007
Kokkanur PDC,577530
Komaranahalli PDC,577530
Nittur PDC,577530
Nalkunda PDC,577534
Sulekere PDC,573103
T Kodihalli PDC,573103
Mylanahalli PDC,573103
Kittankere PDC,573162
Maraghushivara PDC,573111
Chaluvanahalli PDC,573112
Thondiganahalli PDC,573112
Hanike PDC,573115
Nagenahalli PDC,573115
Shiragura PDC,573115
Anekere PDC,573116
Gollarahosahalli PDC,573116
Kalkere PDC,573116
Mattanavile PDC,573116
Donanakatte PDC,573117
Dudda PDC,573118
Heragu PDC,573118
Annaikanahalli PDC,573122
Deshani PDC,573122
Kargunda PDC,573122
Undiganalu PDC,573122
Belagihalli PDC,573124
Kamasamudra PDC,573126
Bagivalu PDC,573164
Vaddarahalli PDC,573135
Baldare PDC,573225
Madenur PDC,573225
Talur PDC,573213
Abburmachagowdanahalli PDC,573102
Chikarkalgud PDC,573102
Marithammanahalli PDC,573102
Bage PDC,573214
Belavadi PDC,573113
Hangal PDC,573113
Uduvare PDC,573120
Madihalli PDC,573216
Yelahanka PDC,573216
Hurudi PDC,573165
Doddakadanur PDC,573211
Doddakunche PDC,573211
Mudalahippe PDC,573211
Somanahalli PDC,573136
Doddabemmathi PDC,573130
Kadanur PDC,573130
Saragur PDC,573130
Ambuga PDC,573212
Muthigehirehalli PDC,573212
Sathenahalli PDC,573212
Madabalu PDC,573218
Halebelur PDC,573134
Heggadde PDC,573134
Malali PDC,573134
Halekoppalu PDC,573219
Tejur PDC,573219
Dyavalapura PDC,573226
Melagodu PDC,573226
Hosur(SWP) PDC,573137
Igoor PDC,573137
Kalale PDC,573137
Boikeri PDC,571201
Heravanadu PDC,571201
Kaggodlu PDC,571201
Koynad PDC,571201
Makkandur PDC,571201
Thalathmane PDC,571201
Kannangala PDC,571211
Kundacherry PDC,571247
Ponnappasanthe PDC,571213
Badagarakeri PDC,571249
Thorenur PDC,571232
Baichanahally PDC,571234
Herur PDC,571234
Nanjarayapatna PDC,571234
Hattihole PDC,571251
Sirangalli PDC,571251
Balamuri PDC,571252
Hoddur PDC,571252
Hodavada PDC,571214
Ankanahalli PDC,571235
Handli PDC,571235
Abburkatte PDC,571236
Hancode PDC,571236
Kumarahalli PDC,571236
Masagodu PDC,571236
Kurchi PDC,571217
Nokya PDC,571254
Kuttandi PDC,571218
Chenchurayanapalli PDC,561207
Gorthapalli PDC,561207
Kothakote PDC,561207
Maraganakunte PDC,561207
Chakavelu PDC,563124
Palyakere PDC,563124
Puligal PDC,563124
Rasicheruvu PDC,563124
Ajjavara PDC,562101
Avalagurki PDC,562101
Jathavara PDC,562101
Kanganahalli PDC,562101
Namagondlu PDC,561206
Chikkakurugodu PDC,561208
Halaganahalli PDC,561208
Haleupparahalli PDC,561210
Kadalaveni PDC,561210
Balakuntanahalli PDC,561211
Gowdagere PDC,561211
Varavani PDC,561211
Srirampura PDC,562103
JILIPIGARIPALLI PDC,561212
CHIKKAPAYALAGURKI PDC,562104
Mandikallu PDC,562104
S Devaganahalli PDC,562104
Tirumani PDC,562104
Basettihalli PDC,562105
Taridalu PDC,561213
Nakkalahalli PDC,561228
Thokalahalli PDC,561228
Hudukula PDC,563114
Karamangala PDC,563114
S  Madamangala PDC,563114
Irgampalli PDC,563123
Kadadanamari PDC,563123
Gannerahalli PDC,563116
Doddaganjur PDC,563125
Mindigal PDC,563125
Yenigadale PDC,563125
Chinnsandra PDC,563125
Gandlahalli PDC,563126
VOLAGERANAHALLI PDC,563126
Doddurukarapanahalli PDC,563162
Avani PDC,563127
Ammanallur PDC,563128
Talagavara PDC,563128
Balamande PDC,563129
Sugatur PDC,563101
H Hosakote PDC,563130
Araleri PDC,563130
Bavanahalli PDC,563130
Shivarapatna PDC,563130
THYAVANAHALLI PDC,563130
Gundlapalya PDC,563139
MATTAKANNASANDRA PDC,563131
SOMESHWARAPALYA PDC,563131
GUDAMARLAHALLI PDC,563146
Immareddipalli PDC,563146
Yagavakote PDC,563146
Rajendrahalli PDC,563132
Thippedoddi PDC,563132
Arabikothnur PDC,563133
NARASAPURA INDUSTRIAL AREA PDC,563133
KANGANDLAHALLI PDC,563121
Srinivsasandra PDC,563121
Yarramavaripalli PDC,563134
Ronur PDC,563135
Kannasandra PDC,563136
Nellahalli PDC,563137
Agara PDC,563138
Hogalagere PDC,563138
Mothakapalli PDC,563138
Alambadi Jothenahalli PDC,563147
B Gowdagere PDC,571404
Belur mandya PDC,571404
Kannali PDC,571404
Bidarahalli PDC,571415
Gendehosahalli PDC,571415
Gudigenahalli PDC,571416
Dyavapatna PDC,571417
Maraliga PDC,571419
Hagalahalli PDC,571422
Madarahalli PDC,571422
S I Honnalagere PDC,571422
Chandagalu PDC,571446
Hulivana PDC,571446
Hebbaralu PDC,571476
Navile PDC,571476
Mikkere PDC,571424
Lokasara PDC,571478
Gejjalagere PDC,571428
Dasanadoddi PDC,571430
Talagavadi PDC,571430
Honnalagere PDC,571433
Mallinathapura PDC,571463
Holalu PDC,571402
Kalenahalli PDC,571402
Kommerahalli PDC,571402
Yelechakanahalli PDC,571402
Alambavadikaval PDC,571605
Maduvinakodi PDC,571605
Somanathapura PDC,571605
Anchechittanahalli PDC,571448
Mudalamellahalli PDC,571448
Hulikere PDC,571606
Kalinganahalli PDC,571418
Sathenahalli PDC,571802
Bannangadi PDC,571812
Ganjigere PDC,571812
Kanaganahalli PDC,571455
Kusma PDC,494226
Lakhapuri PDC,494220
Dhanelikanhar PDC,494670
Selegaon PDC,494670
Kanharpuri PDC,491441
Katholi PDC,494670
Nathianawagaon PDC,494336
Palewa PDC,494336
Salebhat PDC,494336
Bijli PDC,494661
Chingnar PDC,494661
Orcha PDC,494662
Remawand PDC,494661
Aalnar PDC,494661
Bagbeda PDC,494228
Bamhani PDC,494661
Gourdand PDC,494662
Kodoli PDC,494662
Mahimagawadi PDC,494662
Nayanar PDC,494661
Aadimpar PDC,494661
Bhansuli PDC,494333
Surhi PDC,494333
Devgaon PDC,494333
Pratappur PDC,494776
Kalyanpur PDC,494776
Machpalli PDC,494776
Matoli PDC,494776
Hirri PDC,494229
Juganikalar PDC,494229
Lubha PDC,494228
Bangoli PDC,494228
Arandi PDC,494230
Badekhauli PDC,494230
Banjoda PDC,494230
Cherbeda PDC,494230
Dhanora PDC,494230
Khetarpal PDC,494230
Kongud PDC,494230
Todasi PDC,494230
Chikhli PDC,494230
Toskapal PDC,494230
Kanagaon PDC,494230
Khutpadar PDC,494230
Hatchapai PDC,494230
Jodekursi PDC,494635
Traighotiya PDC,494635
Amakada PDC,494635
Barheli PDC,494635
Bhainsakanhar A PDC,494635
Bogar PDC,494635
Chindgaon PDC,494635
Budeli PDC,494335
Dhanesara PDC,494335
Largaon Markatola PDC,494335
Sarwandi PDC,494335
Ghotiyavahi PDC,494335
Khalari PDC,494347
Tenwsa PDC,494347
Dharli PDC,494237
Heerapur PDC,494237
Bogadi PDC,494237
Sitali PDC,494237
Binjoli PDC,494237
Birkoni PDC,495552
Kotmisonar PDC,495552
Pondidalha PDC,495552
Chhatauna PDC,495116
Kenda PDC,495116
Umariyadadar PDC,495116
Deorikhurd PDC,495004
Anda PDC,495224
Sarwani PDC,495224
Parsada PDC,495220
Janji PDC,495550
Pondi PDC,495550
Amoda PDC,495668
Banari PDC,495668
Dhurkot PDC,495668
Bansajhal PDC,495113
Bijaypur PDC,495113
Billiband PDC,495113
Gobripat PDC,495113
Pali PDC,495113
Banjhiban PDC,495445
Darrabhatha PDC,495445
Rahod PDC,495556
Birkona PDC,495009
Sendri PDC,495009
Baigakapa PDC,495115
Barampur PDC,495115
Bodtara PDC,495115
Dindori PDC,495115
Dongariya PDC,495115
Ghanaghat PDC,495115
Khaprikala PDC,495115
Lagra PDC,495115
Sukli PDC,495115
Bijarakachhar PDC,495115
Beljhiria PDC,495118
Parasi PDC,495118
Seoni PDC,495118
Bharari PDC,495551
Darrighat PDC,495551
Koni PDC,495551
Okhar PDC,495551
Banki PDC,495334
Chakrabhatha PDC,495334
Deori PDC,495334
Fasterpur PDC,495334
Gidha PDC,495334
Karesara PDC,495334
Karhi PDC,495334
Pandarbhattha PDC,495334
Pawanikala PDC,495334
Ranjana PDC,495449
Bargawan PDC,495554
Bhadra PDC,495554
Sasha PDC,495554
Bhatgaon PDC,495335
Goindri PDC,495335
Pandiyain PDC,495335
Siltara PDC,495335
Korja PDC,495117
Amarpur PDC,495119
Amaru PDC,495119
Bacharwar PDC,495119
Kudkai PDC,495119
Kudri PDC,495119
Nimdha PDC,495119
Piparia PDC,495119
Putipakhna PDC,495119
Chapora PDC,495442
Tusma PDC,495557
Dhandhan PDC,495330
Jarhagaon PDC,495330
Padampur PDC,495330
Semarsal PDC,495330
Bango Dam PDC,495448
Pachra PDC,495448
Jalke PDC,495448
Mochh PDC,495003
Girdhauna PDC,495003
Faguram PDC,495695
Kirari PDC,495695
Singhitarai PDC,495695
Afrid PDC,495660
Basti Baradwar PDC,495687
Kirari PDC,495687
Muktaraja PDC,495687
Reda PDC,495687
Sakreli PDC,495687
Sarhar PDC,495687
Kotmer PDC,495674
Kudmura PDC,495674
Tuman PDC,495674
Ghiwra PDC,495661
Semaria PDC,495661
Barapipar PDC,495692
Girgira PDC,495692
Kotmi PDC,495692
Pendarwa PDC,495692
Sapos PDC,495692
Deorghata PDC,495688
Kansa PDC,495688
Khondhar PDC,495688
Sakreli PDC,495688
Akalsara PDC,495690
Jhalraundha PDC,495690
Odekera PDC,495690
Salni PDC,495690
Thathari PDC,495690
Chhuri PDC,495450
Gevra Basti PDC,495454
Pandania PDC,495454
Basin PDC,495691
Kurda PDC,495691
Marghatti PDC,495691
Nawapara PDC,495691
Pasarkhet PDC,495683
Risdi PDC,495683
Jajang PDC,495689
Nandaurkala PDC,495689
Ragja PDC,495689
Raipura PDC,495689
Choria PDC,495686
Anjora PDC,491001
Chicha PDC,491001
Nagpura PDC,491001
Pisegaon PDC,491001
Purda PDC,491001
Tumakala PDC,491001
Chandkhuri PDC,491221
Kanakote PDC,491221
Kuthrel PDC,491221
Sirri PDC,491221
Vinayakpur PDC,491221
Khursuni PDC,491225
Suregaon PDC,491225
Belmond PDC,491226
KORGUDA B O PDC,491226
Pendritarai PDC,491335
Bhusandi PDC,491335
KMohrenga PDC,491332
Khudmuda PDC,491332
Sondh PDC,491332
Deobaloda PDC,490025
Amadula PDC,491230
Chipra PDC,491228
Narratola PDC,491228
Salhe PDC,491228
PATELI B O PDC,491228
Deokar PDC,491331
Ghota PDC,491331
Pendrawan PDC,491331
Rajpur PDC,491331
Sahaspur PDC,491331
Kamkapar PDC,491771
Kherthabazar PDC,491771
Kholjhar PDC,491771
Kodekasa PDC,491771
Sahgaon PDC,491771
Ranchirai PDC,491223
Ranitarai PDC,491223
Balod Gahan PDC,491227
Karhi Bhadar PDC,491227
Naragaon PDC,491227
Shantipur PDC,491227
BHANPURI B O PDC,491227
Karanja Bhilai PDC,490024
Nardha PDC,490024
Surdung PDC,490024
Badnara PDC,491340
Ghursena PDC,491340
Kheda PDC,491340
Mau PDC,491340
Nagdha PDC,491340
Narayanpur PDC,491340
Temri PDC,491340
Bhimbhori PDC,490036
Murmunda PDC,490036
Hardi PDC,491337
Pratappur PDC,491337
Khamaria PDC,491111
Teligundra PDC,491111
Bortara PDC,491993
Deurgaon PDC,491993
Parasbod PDC,491993
Arkar PDC,491222
Newai PDC,491107
Patora PDC,491107
Purai PDC,491107
Selud PDC,491107
Bajrangpur Nawagaon PDC,491441
Bhedikala PDC,491441
Haldi PDC,491441
Karamtara PDC,491441
Padumtara PDC,491441
Sonesarar PDC,491441
Navagaon PDC,491441
Tumdilewa PDC,491441
Magarlota PDC,491441
Torankatta PDC,491441
Pendri PDC,491441
SUKULDAIHAN B O PDC,491441
Hardi PDC,491441
Bhothipar PDC,491441
Ranitarai PDC,491441
Dangarh PDC,491665
Kaudikasa PDC,491665
Rengadabri PDC,491665
Motipur PDC,491665
Kuturghoda PDC,491665
Amgaon PDC,491668
Belargondi PDC,491668
Charbhata PDC,491668
Kumarda PDC,491668
Sitakasa PDC,491668
Brahmanbhendi PDC,491668
Tatekasa PDC,491668
Tirpemeta PDC,491668
Haidalkodo PDC,491668
Renutola PDC,491668
Dokrabhat PDC,491885
Junwani PDC,491885
Khapri PDC,491885
Asra PDC,491558
Bamhani Charbhata PDC,491558
Salhetola PDC,491558
Bharritola PDC,491558
Gerughat PDC,491558
Jhadikhairi PDC,491558
Markakasa PDC,491558
Lalbahadur Nagar PDC,491557
Sadak Chirchari PDC,491557
Bhagwantola PDC,491557
Pinkapar PDC,491557
Bamhani PDC,491336
Gochhia PDC,491336
Koko PDC,491336
Mathaldabri PDC,491661
Maneri PDC,491661
Ratapayli PDC,491661
Badgaon PDC,491661
Charbhata B PDC,491661
Pangrikhurd PDC,491661
Bhothli PDC,491445
Bortalo PDC,491445
Chiddo PDC,491445
Jatkanhar PDC,491445
Murmunda PDC,491445
Musra PDC,491445
Patpar PDC,491445
Aaliwara PDC,491445
Barnalakala PDC,491445
Khallari PDC,491445
Rengakathera PDC,491445
Sahaspur PDC,491445
Thakurtola PDC,491445
Rampur PDC,491888
Khaira PDC,491888
Ghotha PDC,491888
Manpur PDC,491888
Samundpani PDC,491888
Patewa PDC,491444
Baghmarra PDC,491444
Bhothi PDC,491444
Irai PDC,491444
Sahaspur Dalli PDC,491444
Dharampura PDC,491995
Kharhatta PDC,491995
Ranjitpur PDC,491995
Singhangarh PDC,491995
KHADAUDA KHURD B O PDC,491995
Kesda PDC,491995
Gumanpur PDC,491881
Khamhardih PDC,491881
Madanpur PDC,491881
Sandi PDC,491881
Vikrampur PDC,491881
Nedgaon PDC,491229
Kaneli PDC,491229
Navagaon PDC,491229
Korramtola PDC,491666
Kumhali PDC,491666
Panabaras PDC,491666
Umarpal PDC,491666
Urjhe PDC,491666
Bagharra PDC,491559
Damapur PDC,491559
Kolegaon PDC,491559
Palanasari PDC,491559
BHELKI B O PDC,491559
Mohanpur PDC,491996
Bhitthikala PDC,497001
Karwan PDC,497001
Nawanagar PDC,497001
Raghavpuri PDC,497001
Patrapali PDC,497335
Bardar PDC,497119
Baskepi PDC,497119
Babouli PDC,497101
Raghunathpur PDC,497101
Padauli PDC,497101
Baijnathpur PDC,497231
Basdei PDC,497231
Shivprasadnagar PDC,497231
Chandramedha PDC,497235
Chungudi PDC,497235
Salka PDC,497235
Salka PDC,497117
Batra PDC,497226
Chirmi PDC,497449
Katkona PDC,497449
Koda PDC,497449
Banji PDC,497449
Sakada PDC,497449
Chanti PDC,497778
Ara PDC,497778
Katima PDC,497224
Larima PDC,497224
Samri PDC,497224
Lahpatra PDC,497116
Kathotiya PDC,497442
Kelhari PDC,497442
Nagpur PDC,497442
Biharpur PDC,497442
Rokda PDC,497442
Dumaria PDC,497331
Mahora PDC,497331
Tejpur PDC,497331
Baneya PDC,497114
Guturma PDC,497114
Paraswarkhurd PDC,497223
Kerta PDC,497223
Bhedia PDC,497223
Karsi PDC,497223
Koteya PDC,497223
Ramkola PDC,497223
Ranhat PDC,497223
Bhagwanpur PDC,497223
Kadiya PDC,497223
Sewari PDC,497118
Sihar PDC,497118
Chargarh PDC,497118
Lahsunpath PDC,497118
Kodoura PDC,497118
Parti PDC,497118
Sitarampur PDC,497118
Lurgi Sargawan PDC,497118
Sargarhi Govindpur PDC,497118
Chaki PDC,497220
Chhattarpur PDC,497220
Krishnanagar PDC,497220
Lodha PDC,497220
Mitgai PDC,497220
Tiwragudi PDC,497333
Umeshwarpur PDC,497333
Bataikela PDC,497111
Bhusu PDC,497111
Dhodhagaon PDC,497111
Sonpur PDC,497229
Biharpur PDC,497225
Salwahi PDC,497225
Kogwar PDC,497225
Gobara PDC,497225
Jalrahi PDC,497225
Mahuli PDC,497225
Pendari PDC,497225
Jamdih PDC,497117
Khamharia PDC,497117
Dandgaon PDC,497117
Laxmangarh PDC,497117
Bhakurma PDC,497117
Parsa PDC,497117
Bhagora PDC,496001
Chhatamura PDC,496001
Dhanagar PDC,496001
Jurda PDC,496001
Saraipali PDC,496001
Tarkela PDC,496001
Usrot PDC,496001
Bachhraon PDC,496224
Marol PDC,496224
Sarabkombo PDC,496224
Dongripali PDC,496551
Hattapali PDC,496551
Karanpali PDC,496551
Malda PDC,496551
Bojia PDC,496665
Gurda PDC,496665
Kataipali C PDC,496665
Pusalda PDC,496665
Relo PDC,496665
Baisi Colony PDC,496116
Hati PDC,496116
Ongana PDC,496116
Shahpur PDC,496116
Newar PDC,496116
Tejpur PDC,496116
Purunga PDC,496116
Charaidand PDC,496334
Jaikari PDC,496334
Khutgaon PDC,496242
Chharratangar PDC,496111
Dehridih PDC,496111
Kotrimal PDC,496111
Porda PDC,496111
Lodam PDC,496338
Bhothli PDC,496450
Dahida PDC,496450
Jewara PDC,496450
Mudpar PDC,496450
Arra PDC,496331
Jaria PDC,496331
Sogda PDC,496331
Bandarchuwan PDC,496223
Chetba PDC,496223
Chheraghoghara PDC,496223
Semarkachhar PDC,496223
Madhwa Kani PDC,496223
Chhodamines PDC,496661
Jharadih PDC,496661
Madanpur PDC,496661
Mauhapali PDC,496661
Robertson PDC,496661
Aurda PDC,496100
Harradand PDC,496225
Kurkunga PDC,496225
Baturakachhar PDC,496113
Gahira PDC,496113
Kunjara PDC,496113
Pithama PDC,496113
Ankira PDC,496245
Kotba PDC,496220
Karadari PDC,496330
Bairagi PDC,496118
Tamta PDC,496118
Vijaynagar PDC,496118
Rengalpali PDC,496440
Tinmini PDC,496440
Bagudega PDC,496115
Gahnajharia PDC,496115
Kodasia PDC,496115
Bansdand PDC,496115
Dobh PDC,496336
Ekamba PDC,496336
Sardhapath PDC,496336
Sulesha PDC,496336
Gindha PDC,496336
Bhadisar PDC,496445
Sahaspani PDC,496445
Gonda PDC,496445
Chandpur PDC,121101
Manjhawali PDC,121101
Fazilpur PDC,122101
Ghamroj PDC,122102
Bilaspur Khurd PDC,122413
Dhani Chitarsain PDC,122413
Pathreri PDC,122413
Smaspur PDC,122003
Gudhana PDC,122504
Jant PDC,122502
Moolthan PDC,122108
Umra PDC,122108
Khandsa PDC,122004
Sikanderpur PDC,122004
Kasan PDC,122051
Tapkan PDC,122107
Baded PDC,122508
Badli PDC,122508
Lohinga Kalan PDC,122508
Shahchokha PDC,122508
Singar PDC,122508
Daultabad PDC,122006
Ward No  14 PDC,122006
Jaurasi PDC,122105
Chharoda PDC,122105
Hudina PDC,123001
Dharson PDC,123001
Banipur PDC,123501
Dewas PDC,123034
Sundrah PDC,123034
Dakhora PDC,123304
Kanwali PDC,123411
Motla Kalan PDC,123411
Badhrana PDC,123412
Nand Rampurbass PDC,123106
Sihore PDC,123027
Mamaria Ahir PDC,123101
Lula Ahir PDC,123304
Tumna PDC,123302
Basduda PDC,123102
Pali PDC,123102
Ganiar PDC,123021
Basai PDC,123029
Bawana PDC,123029
Lawan PDC,123029
Mandola PDC,123029
Pali PDC,123029
Bhungerka PDC,123023
Nagal Nunia PDC,123023
Niamatpur PDC,123023
Thanwas PDC,123023
Daroli Ahir PDC,123028
Kothal Khurd PDC,123028
Asiaki Gorawas PDC,123035
Rohrai PDC,123401
Bhoda PDC,125047
Landhari PDC,125047
Chirod PDC,125007
Chaudhariwas PDC,125007
Chinder PDC,125048
Bhaini Badshahpur PDC,125121
Gaibipur PDC,125121
Kharkara PDC,125121
Sarhera PDC,125121
Mohla PDC,125042
Puthi Samain PDC,125042
Ban Mandori PDC,125053
Khabra Kalan PDC,125053
Ramsara PDC,125053
Dholu PDC,125111
Jandli Kalan PDC,125111
Handalwala PDC,125106
Musa Khera PDC,125106
Bhodia Khera PDC,125050
Bighar PDC,125050
Dariyapur PDC,125050
Dhand PDC,125050
Kukranwali PDC,125050
DOBHI PDC,125004
Ebs Hisar PDC,125004
Rawalwas Khurd PDC,125004
Amani PDC,125120
Kulana PDC,125033
Mehanda PDC,125033
Petwar PDC,125033
Umra PDC,125033
Ladwa PDC,125006
Meond Kalan PDC,125133
Meond Khurd PDC,125133
Dharam Kheri PDC,125038
Durjanpur PDC,125052
Mahalsara PDC,125052
Moda Khera PDC,125052
Salemgarh PDC,125052
Sarangpur PDC,125052
Siswal PDC,125052
Dhansu PDC,125005
Mangali PDC,125005
Talwandi Rukka PDC,125005
Mirchpur PDC,125039
Moth PDC,125039
Dahman PDC,125112
Khairi PDC,125112
Nehla PDC,125112
Ayalki PDC,125051
Bahmanwala PDC,125051
Chandoh Kalan PDC,125051
Hamzapur PDC,125051
Hassanga PDC,125051
Mirana PDC,125051
Mayar PDC,125044
Maijod PDC,125049
Kanheri PDC,125120
Samain PDC,125120
Bithmara PDC,125113
Parbhuwala PDC,125113
Sahu PDC,125113
Suchan Kotli PDC,125055
Maujdin PDC,125055
Ferozabad PDC,125055
Jhornali PDC,125055
Anandgarh PDC,125078
Jhorar Rohi PDC,125078
Chaharwala PDC,125110
Rupawas PDC,125110
Amritsar Kalan PDC,125102
Berwala Khurd PDC,125102
Lakarwali PDC,125201
Phaggu PDC,125201
Taruana PDC,125201
Abubshahar PDC,125104
Sakta Khera PDC,125104
Nezadela Khurd PDC,125077
Khai Shergarh PDC,125077
Jodhpuria PDC,125076
Darbi PDC,125060
Furwain Kalan PDC,125060
Nozadela Kalan PDC,125060
Balasar PDC,125075
Dharampura PDC,125075
Bibipur PDC,126102
Dariyawala PDC,126102
Pindara PDC,126102
Nidani PDC,126102
Bighana PDC,126111
Dalamwala PDC,126110
Mohammad Khera PDC,126110
Ritauli PDC,126110
Deorer PDC,126101
Karsaula PDC,126101
Kila Zaffargarh PDC,126101
Mehrara PDC,126101
Pauli PDC,126101
Chhatar PDC,126125
Belarkhan PDC,126116
Dumarkhan Kalan PDC,126116
Garhi PDC,126116
Jheel PDC,126116
Pipaltha PDC,126116
Singhwal PDC,126116
Assan PDC,126113
Barthana PDC,126113
Jamni PDC,126113
Ludana PDC,126113
DHARAULI PDC,126113
Bhuslana Kalan PDC,126112
